timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1490129734719,204,HTTP Request - discount,200,OK,Thread Group -10 1-1,text,true,,236,247,10,10,204,0,98
1490129735700,220,HTTP Request - discount,200,OK,Thread Group -10 1-2,text,true,,236,248,9,9,220,0,103
1490129736704,196,HTTP Request - discount,200,OK,Thread Group -10 1-3,text,true,,237,248,8,8,196,0,93
1490129737709,212,HTTP Request - discount,200,OK,Thread Group -10 1-4,text,true,,237,249,7,7,212,0,102
1490129738699,192,HTTP Request - discount,200,OK,Thread Group -10 1-5,text,true,,237,248,6,6,192,0,92
1490129739708,216,HTTP Request - discount,200,OK,Thread Group -10 1-6,text,true,,237,249,5,5,216,0,105
1490129740721,203,HTTP Request - discount,200,OK,Thread Group -10 1-7,text,true,,237,249,4,4,203,0,100
1490129741706,197,HTTP Request - discount,200,OK,Thread Group -10 1-8,text,true,,236,250,3,3,197,0,95
1490129742704,200,HTTP Request - discount,200,OK,Thread Group -10 1-9,text,true,,236,247,2,2,200,0,97
1490129743735,217,HTTP Request - discount,200,OK,Thread Group -10 1-10,text,true,,236,248,1,1,217,0,97
